Record,Date,UTC Time,Frecuencia,Presion,caudal1,caudal2
     78231, 1/02/1970,21:10:47,   1.000000E+00,   1.461318E+01,   7.575758E-01,   1.704816E+01
     78232, 1/02/1970,21:10:47,   1.000000E+00,   1.459677E+01,   7.575758E-01,   1.680050E+01
     78233, 1/02/1970,21:10:47,   1.000000E+00,   1.453933E+01,   7.575758E-01,   1.779855E+01
     78234, 1/02/1970,21:10:48,   1.000000E+00,   1.462138E+01,   7.575758E-01,   1.600761E+01
     78235, 1/02/1970,21:10:48,   1.000000E+00,   1.461318E+01,   7.575758E-01,   1.761187E+01
     78236, 1/02/1970,21:10:49,   1.000000E+00,   1.456395E+01,   7.575758E-01,   1.705186E+01
     78237, 1/02/1970,21:10:49,   1.000000E+00,   1.458036E+01,   7.575758E-01,   1.654175E+01
     78238, 1/02/1970,21:10:49,   1.000000E+00,   1.461318E+01,   7.575758E-01,   1.781888E+01
     78239, 1/02/1970,21:10:50,   1.000000E+00,   1.454754E+01,   7.575758E-01,   1.622570E+01
     78240, 1/02/1970,21:10:50,   1.000000E+00,   1.452292E+01,   7.575758E-01,   1.753979E+01
     78241, 1/02/1970,21:10:51,   1.000000E+00,   1.464600E+01,   7.575758E-01,   1.718678E+01
     78242, 1/02/1970,21:10:51,   1.000000E+00,   1.449010E+01,   7.575758E-01,   1.672657E+01
     78243, 1/02/1970,21:10:51,   1.000000E+00,   1.454754E+01,   7.575758E-01,   1.792977E+01
     78244, 1/02/1970,21:10:52,   1.000000E+00,   1.462138E+01,   7.575758E-01,   1.612774E+01
     78245, 1/02/1970,21:10:52,   1.000000E+00,   1.451472E+01,   7.575758E-01,   1.763036E+01
     78246, 1/02/1970,21:10:53,   1.000000E+00,   1.458856E+01,   7.575758E-01,   1.705740E+01
     78247, 1/02/1970,21:10:53,   1.000000E+00,   1.461318E+01,   7.575758E-01,   1.664525E+01
     78248, 1/02/1970,21:10:53,   1.000000E+00,   1.451472E+01,   7.575758E-01,   1.815895E+01
     78249, 1/02/1970,21:10:54,   1.000000E+00,   1.458036E+01,   7.575758E-01,   1.640128E+01
     78250, 1/02/1970,21:10:54,   1.000000E+00,   1.460497E+01,   7.575758E-01,   1.781888E+01
     78251, 1/02/1970,21:10:55,   1.000000E+00,   1.454754E+01,   7.575758E-01,   1.712579E+01
     78252, 1/02/1970,21:10:55,   1.000000E+00,   1.458856E+01,   7.575758E-01,   1.651402E+01
     78253, 1/02/1970,21:10:55,   1.000000E+00,   1.458856E+01,   7.575758E-01,   1.779670E+01
